label_bias,words,label_opinion,group_id,text
Biased,use deceit and hysteria,Expresses writer’s opinion,85,In every case legislators are being swarmed by right-wing activists who don’t hesitate to use deceit and hysteria to stop Equal Rights Amendment (ERA) ratification from happening.
Biased,bureaucratic ,Expresses writer’s opinion,40,Steven Hatfill
Biased,bureaucratic,Expresses writer’s opinion,40,Steven Hatfill
Non-biased, large bureaucratic organizations,Somewhat factual but also opinionated,40,Steven Hatfill
Biased,does not put his faith,Entirely factual,40,Steven Hatfill
Biased,bureaucratic ,Somewhat factual but also opinionated,40,Steven Hatfill
Non-biased,faith,Somewhat factual but also opinionated,40,Steven Hatfill
Biased,struck down ,Expresses writer’s opinion,21,It’s only a matter of time
Biased,struck down,Expresses writer’s opinion,21,It’s only a matter of time
Biased,thanks to Trump,Expresses writer’s opinion,21,It’s only a matter of time
Biased,conservative ,Expresses writer’s opinion,21,It’s only a matter of time
Non-biased,thanks,Somewhat factual but also opinionated,21,It’s only a matter of time
Biased,deadly ,Entirely factual,83,As the deadly COVID-19 contagion sweeps across the country
Non-biased,contagion ,Somewhat factual but also opinionated,83,As the deadly COVID-19 contagion sweeps across the country
Non-biased,deadly ,Entirely factual,83,As the deadly COVID-19 contagion sweeps across the country
Biased,panic buying,Expresses writer’s opinion,83,As the deadly COVID-19 contagion sweeps across the country
Biased,panic buying,Expresses writer’s opinion,83,As the deadly COVID-19 contagion sweeps across the country
Biased,massacres,Somewhat factual but also opinionated,79,For some on the right
Biased,massacres,Expresses writer’s opinion,79,For some on the right
Non-biased,rhetoric,Entirely factual,79,For some on the right
Biased,sometimes indiscriminate use,Somewhat factual but also opinionated,56,This would be enough of a problem in normal times
Non-biased,indiscriminate ,Entirely factual,56,This would be enough of a problem in normal times
Non-biased,indiscriminate,Somewhat factual but also opinionated,56,This would be enough of a problem in normal times
Biased,racial disparities,Expresses writer’s opinion,56,This would be enough of a problem in normal times
Biased,seemingly,Expresses writer’s opinion,27,The government of the secretive central Asian nation Turkmenistan published photos of what it claimed to be thousands of cyclists celebrating World Health Day on Tuesday with a crowded ride through the nation’s capital
Non-biased,celebrating ,Entirely factual,27,The government of the secretive central Asian nation Turkmenistan published photos of what it claimed to be thousands of cyclists celebrating World Health Day on Tuesday with a crowded ride through the nation’s capital
Biased,seemingly ,Somewhat factual but also opinionated,27,The government of the secretive central Asian nation Turkmenistan published photos of what it claimed to be thousands of cyclists celebrating World Health Day on Tuesday with a crowded ride through the nation’s capital
Biased,secretive ,Somewhat factual but also opinionated,27,The government of the secretive central Asian nation Turkmenistan published photos of what it claimed to be thousands of cyclists celebrating World Health Day on Tuesday with a crowded ride through the nation’s capital
Biased,crowded,Somewhat factual but also opinionated,27,The government of the secretive central Asian nation Turkmenistan published photos of what it claimed to be thousands of cyclists celebrating World Health Day on Tuesday with a crowded ride through the nation’s capital
Non-biased,rocked,Entirely factual,50,The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school
Biased,tragedy,Entirely factual,50,The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school
Non-biased,rocked,Entirely factual,50,The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school
Non-biased,rocked,Entirely factual,50,The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school
Non-biased,rocked,Entirely factual,50,The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school
Non-biased,rampage,Entirely factual,50,The Sandy Hook tragedy rocked the United States when a 20-year-old man shot and killed his mother at home and then went on a rampage at the school
Non-biased,climate disaster,Somewhat factual but also opinionated,44,The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies
Non-biased,indigenous,Somewhat factual but also opinionated,44,The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies
Biased,Jair Bolsonaro’s cronies,Somewhat factual but also opinionated,44,The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies
Biased,Bolsonaro’s ,Expresses writer’s opinion,44,The man-made Amazon fires are for clearing the land of its forests and indigenous people. The benefits are for Jair Bolsonaro’s cronies
Non-biased,government inaction,Entirely factual,4,Thousands of Australians took to the streets on Friday to protest against government inaction on climate change
Non-biased,ravaged ,Entirely factual,4,Thousands of Australians took to the streets on Friday to protest against government inaction on climate change
Biased,ravaged,Expresses writer’s opinion,4,Thousands of Australians took to the streets on Friday to protest against government inaction on climate change
Biased,ravaged ,Somewhat factual but also opinionated,4,Thousands of Australians took to the streets on Friday to protest against government inaction on climate change
Non-biased,ravaged ,Entirely factual,4,Thousands of Australians took to the streets on Friday to protest against government inaction on climate change
Biased,urged,Entirely factual,22,The government urged unvaccinated families to hang a red cloth or flag outside homes as a signal for help
Non-biased,The government urged unvaccinated families,Entirely factual,22,The government urged unvaccinated families to hang a red cloth or flag outside homes as a signal for help
Biased,often railed,Expresses writer’s opinion,39,In the runup to the 2018 midterm elections
Biased,railed,Entirely factual,39,In the runup to the 2018 midterm elections
Biased,railed,Somewhat factual but also opinionated,39,In the runup to the 2018 midterm elections
Biased,railed against,Expresses writer’s opinion,39,In the runup to the 2018 midterm elections
Biased,railed,Expresses writer’s opinion,39,In the runup to the 2018 midterm elections
Biased,caravans of migrants,Entirely factual,39,In the runup to the 2018 midterm elections
Biased, railed,Entirely factual,39,In the runup to the 2018 midterm elections
Biased,railed,Somewhat factual but also opinionated,39,In the runup to the 2018 midterm elections
Biased,railed against,Somewhat factual but also opinionated,39,In the runup to the 2018 midterm elections
Biased,vicious misogyny,Expresses writer’s opinion,80,On one hand
Biased, vicious misogyny ,Entirely factual,80,On one hand
Biased,vicious misogyny,Expresses writer’s opinion,80,On one hand
Biased,fracturing,Expresses writer’s opinion,54,While the piece fairly analyzes the fracturing of the white nationalist movement
Biased,bizarre,Somewhat factual but also opinionated,54,While the piece fairly analyzes the fracturing of the white nationalist movement
Biased,bizarre claim,Somewhat factual but also opinionated,54,While the piece fairly analyzes the fracturing of the white nationalist movement
Biased,fracturing,Entirely factual,54,While the piece fairly analyzes the fracturing of the white nationalist movement
Biased,bizarre,Somewhat factual but also opinionated,54,While the piece fairly analyzes the fracturing of the white nationalist movement
Biased,bizarre,Somewhat factual but also opinionated,54,While the piece fairly analyzes the fracturing of the white nationalist movement
Biased,bizarre,Somewhat factual but also opinionated,54,While the piece fairly analyzes the fracturing of the white nationalist movement
Biased, conflicted more dramatically ,Somewhat factual but also opinionated,72,It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.
Biased,win,Somewhat factual but also opinionated,72,It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.
Non-biased,so many item,Somewhat factual but also opinionated,41,Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades
Non-biased,America for decades,Entirely factual,41,Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades
Non-biased,perhaps ,Entirely factual,41,Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades
Non-biased,America for decades,Expresses writer’s opinion,41,Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades
Non-biased,affected,Expresses writer’s opinion,41,Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades
Biased,enthusiasts ,Expresses writer’s opinion,41,Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades
Biased,leadership ,Expresses writer’s opinion,70,Despite pre-existing and new guidelines
Biased,anti-China,Entirely factual,71,Trump’s latest anti-China barb came as new figures showed 30 million Americans have lost their jobs during lockdown.
Biased,barb ,Somewhat factual but also opinionated,71,Trump’s latest anti-China barb came as new figures showed 30 million Americans have lost their jobs during lockdown.
Non-biased,anti-China,Entirely factual,71,Trump’s latest anti-China barb came as new figures showed 30 million Americans have lost their jobs during lockdown.
Biased,anti-China barb ,Expresses writer’s opinion,71,Trump’s latest anti-China barb came as new figures showed 30 million Americans have lost their jobs during lockdown.
Non-biased,barb,Entirely factual,71,Trump’s latest anti-China barb came as new figures showed 30 million Americans have lost their jobs during lockdown.
Biased,out ,Expresses writer’s opinion,20,Due to global overpopulation
Biased,the worst thing you can,Somewhat factual but also opinionated,20,Due to global overpopulation
Biased,worst thing,Expresses writer’s opinion,20,Due to global overpopulation
Biased,worst thing ,Expresses writer’s opinion,20,Due to global overpopulation
Non-biased,insisting,Entirely factual,20,Due to global overpopulation
Biased,unlawful.”,Somewhat factual but also opinionated,24,A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees
Biased,refuse ,Somewhat factual but also opinionated,24,A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees
Biased, resettling ,Entirely factual,24,A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees
Non-biased,refuse the resettling of refugees,Somewhat factual but also opinionated,24,A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees
Biased,unlawful.,Somewhat factual but also opinionated,24,A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees
Non-biased,refuse,Somewhat factual but also opinionated,24,A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees
Non-biased,wage,Expresses writer’s opinion,77,Trump’s “Buy American
Biased,tightened,Expresses writer’s opinion,77,Trump’s “Buy American
Non-biased,ightened labor market.,Entirely factual,77,Trump’s “Buy American
Biased, shame,Expresses writer’s opinion,57,As dear leader Mitch McConnell (R-Ky.) is fond of saying
Biased,Which is a real shame,Expresses writer’s opinion,57,As dear leader Mitch McConnell (R-Ky.) is fond of saying
Non-biased,winners make policy,Expresses writer’s opinion,57,As dear leader Mitch McConnell (R-Ky.) is fond of saying
Biased,overwhelming,Somewhat factual but also opinionated,11,The race to produce a coronavirus vaccine is a matter of overwhelming international significance
Biased,overwhelming,Expresses writer’s opinion,11,The race to produce a coronavirus vaccine is a matter of overwhelming international significance
Non-biased,overwhelming,Somewhat factual but also opinionated,11,The race to produce a coronavirus vaccine is a matter of overwhelming international significance
Non-biased,overwhelming,Somewhat factual but also opinionated,11,The race to produce a coronavirus vaccine is a matter of overwhelming international significance
Non-biased,greatest,Entirely factual,32,A 10-hour hearing broadcast on the court’s website showed Sun
Non-biased,shooting war,Entirely factual,35,If Trump’s actions threatened to turn the culture war into an active shooting war
Biased,just,Expresses writer’s opinion,35,If Trump’s actions threatened to turn the culture war into an active shooting war
Biased,culture war,Expresses writer’s opinion,35,If Trump’s actions threatened to turn the culture war into an active shooting war
Biased,collateral damage,Expresses writer’s opinion,35,If Trump’s actions threatened to turn the culture war into an active shooting war
Biased, threatened,Expresses writer’s opinion,35,If Trump’s actions threatened to turn the culture war into an active shooting war
Biased,falsely,Somewhat factual but also opinionated,46,President Donald Trump’s younger adult son is being criticized for falsely claiming on national television that the COVID-19  crisis is a Democratic hoax that will “disappear” after the November presidential election.
Non-biased,falsely claiming,Entirely factual,46,President Donald Trump’s younger adult son is being criticized for falsely claiming on national television that the COVID-19  crisis is a Democratic hoax that will “disappear” after the November presidential election.
Biased,criticized,Somewhat factual but also opinionated,46,President Donald Trump’s younger adult son is being criticized for falsely claiming on national television that the COVID-19  crisis is a Democratic hoax that will “disappear” after the November presidential election.
Biased,falsely,Somewhat factual but also opinionated,46,President Donald Trump’s younger adult son is being criticized for falsely claiming on national television that the COVID-19  crisis is a Democratic hoax that will “disappear” after the November presidential election.
Biased,the asylum policy.,Entirely factual,6,The ACLU and other groups sued last year in San Francisco federal court on behalf of 11 migrants challenging the asylum policy.
Non-biased,migrants ,Entirely factual,6,The ACLU and other groups sued last year in San Francisco federal court on behalf of 11 migrants challenging the asylum policy.
Non-biased,challenging ,Entirely factual,6,The ACLU and other groups sued last year in San Francisco federal court on behalf of 11 migrants challenging the asylum policy.
Biased,obsession,Somewhat factual but also opinionated,70,The dynamic exposes two underappreciated realities of Trump’s Iran obsession: Any U.S. war on Iran will ignite war in Iraq
Biased,obsession,Expresses writer’s opinion,70,The dynamic exposes two underappreciated realities of Trump’s Iran obsession: Any U.S. war on Iran will ignite war in Iraq
Non-biased,underappreciated ,Somewhat factual but also opinionated,70,The dynamic exposes two underappreciated realities of Trump’s Iran obsession: Any U.S. war on Iran will ignite war in Iraq
Non-biased,faltering ,Entirely factual,70,The dynamic exposes two underappreciated realities of Trump’s Iran obsession: Any U.S. war on Iran will ignite war in Iraq
Biased,obsession,Somewhat factual but also opinionated,70,The dynamic exposes two underappreciated realities of Trump’s Iran obsession: Any U.S. war on Iran will ignite war in Iraq
Biased,obsession,Somewhat factual but also opinionated,70,The dynamic exposes two underappreciated realities of Trump’s Iran obsession: Any U.S. war on Iran will ignite war in Iraq
Biased,deeply unserious,Somewhat factual but also opinionated,5,Shelby Steele
Non-biased,blame ,Entirely factual,21,Doctors say over-usage of the body in competitive
Non-biased,rapid,Entirely factual,21,Doctors say over-usage of the body in competitive
Biased,blame,Somewhat factual but also opinionated,21,Doctors say over-usage of the body in competitive
Biased,rapid ,Somewhat factual but also opinionated,21,Doctors say over-usage of the body in competitive
Non-biased,over-usage,Entirely factual,21,Doctors say over-usage of the body in competitive
Non-biased,rise ,Entirely factual,21,Doctors say over-usage of the body in competitive
Biased, nationwide.,Entirely factual,21,Doctors say over-usage of the body in competitive
Non-biased,disaster,Somewhat factual but also opinionated,8,While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance
Biased,disaster zone,Expresses writer’s opinion,8,While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance
Biased,disaster zone,Expresses writer’s opinion,8,While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance
Biased,leftist,Expresses writer’s opinion,8,While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance
Non-biased,disaster ,Entirely factual,8,While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance
Non-biased,disaster zone.,Somewhat factual but also opinionated,8,While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance
Biased,disaster zone.,Expresses writer’s opinion,8,While these many similarities between Green New Deal and the constitution ushered in by Venezuelan leftist dictator Hugo Chavez in 1999 may be just happenstance
Biased,top risk,Entirely factual,6,But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather
Non-biased,extreme,Entirely factual,6,But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather
Non-biased,Global Risks,Entirely factual,6,But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather
Non-biased,extreme weather,Entirely factual,6,But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather
Biased,Abortion propaganda,Somewhat factual but also opinionated,3,Abortion propaganda was always meant to obscure the reality of abortion
Non-biased,propaganda,Expresses writer’s opinion,3,Abortion propaganda was always meant to obscure the reality of abortion
Biased,propaganda ,Expresses writer’s opinion,3,Abortion propaganda was always meant to obscure the reality of abortion
Non-biased, obscure,Entirely factual,3,Abortion propaganda was always meant to obscure the reality of abortion
Biased,obscure ,Somewhat factual but also opinionated,3,Abortion propaganda was always meant to obscure the reality of abortion
Biased,propaganda,Expresses writer’s opinion,3,Abortion propaganda was always meant to obscure the reality of abortion
Biased,intolerant authoritarianism,Expresses writer’s opinion,67,A specter is haunting the West; our elites see intolerant authoritarianism—along with a plethora of related “-phobias” and “-isms”—everywhere.
Non-biased,haunting,Entirely factual,67,A specter is haunting the West; our elites see intolerant authoritarianism—along with a plethora of related “-phobias” and “-isms”—everywhere.
Biased,ntolerant authoritarianism,Somewhat factual but also opinionated,67,A specter is haunting the West; our elites see intolerant authoritarianism—along with a plethora of related “-phobias” and “-isms”—everywhere.
Biased,haunting ,Somewhat factual but also opinionated,67,A specter is haunting the West; our elites see intolerant authoritarianism—along with a plethora of related “-phobias” and “-isms”—everywhere.
Biased,categorically,Somewhat factual but also opinionated,1,Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week
Non-biased,wrongdoing,Somewhat factual but also opinionated,1,Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week
Biased,stating that nothing was wrong,Somewhat factual but also opinionated,1,Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week
Biased,absolving ,Somewhat factual but also opinionated,1,Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week
Non-biased,escalated,Expresses writer’s opinion,48,Fears of an all-out war between the United States and Iran escalated earlier this month following the killing of Iranian military commander Qasem Soleimani by U.S. forces.
Non-biased,all-out war,Entirely factual,48,Fears of an all-out war between the United States and Iran escalated earlier this month following the killing of Iranian military commander Qasem Soleimani by U.S. forces.
Non-biased,Fears ,Entirely factual,48,Fears of an all-out war between the United States and Iran escalated earlier this month following the killing of Iranian military commander Qasem Soleimani by U.S. forces.
Non-biased,all-out war,Entirely factual,48,Fears of an all-out war between the United States and Iran escalated earlier this month following the killing of Iranian military commander Qasem Soleimani by U.S. forces.
Biased,revolutionary rejection ,Expresses writer’s opinion,74,New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology
Biased,revolutionary,Expresses writer’s opinion,74,New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology
Biased,rejection ,Expresses writer’s opinion,74,New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology
Biased,revolutionary,Somewhat factual but also opinionated,74,New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology
Biased,casually ,Somewhat factual but also opinionated,74,New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology
Non-biased,spotlighted ,Expresses writer’s opinion,74,New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology
Biased,miracle quack cures,Somewhat factual but also opinionated,36,But even as the job losses mounted into the tens of millions as the nation rushed to try to contain an already widespread pandemic
Biased,personally ,Expresses writer’s opinion,36,But even as the job losses mounted into the tens of millions as the nation rushed to try to contain an already widespread pandemic
Biased,marriage means ,Somewhat factual but also opinionated,60,President Vladimir Putin has proposed amending the Russian constitution to spell out that marriage means a union between a man and a woman and nothing else.
Non-biased,amending ,Entirely factual,60,President Vladimir Putin has proposed amending the Russian constitution to spell out that marriage means a union between a man and a woman and nothing else.
Biased,man and a woman,Expresses writer’s opinion,60,President Vladimir Putin has proposed amending the Russian constitution to spell out that marriage means a union between a man and a woman and nothing else.
Biased,and nothing else,Somewhat factual but also opinionated,60,President Vladimir Putin has proposed amending the Russian constitution to spell out that marriage means a union between a man and a woman and nothing else.
Biased,aggressively attacking,Somewhat factual but also opinionated,59,In recent months
Biased,aggressively,Entirely factual,59,In recent months
Non-biased,aggressively,Entirely factual,59,In recent months
Biased,aggressively,Somewhat factual but also opinionated,59,In recent months
Non-biased,llegal immigrant ,Entirely factual,32,Hundreds of cops packed a California church Saturday in final salute to police officer Ronil Singh who was killed the day after Christmas when he stopped an illegal immigrant suspected of driving drunk.
Biased,suspected,Somewhat factual but also opinionated,32,Hundreds of cops packed a California church Saturday in final salute to police officer Ronil Singh who was killed the day after Christmas when he stopped an illegal immigrant suspected of driving drunk.
Non-biased,illegal immigrant ,Entirely factual,32,Hundreds of cops packed a California church Saturday in final salute to police officer Ronil Singh who was killed the day after Christmas when he stopped an illegal immigrant suspected of driving drunk.
Biased,gruesome,Expresses writer’s opinion,72,Female genital mutilation is illegal in Germany
Non-biased,gruesome ,Entirely factual,72,Female genital mutilation is illegal in Germany
Biased, gruesome ritual,Somewhat factual but also opinionated,72,Female genital mutilation is illegal in Germany
Biased,gruesome ritual,Somewhat factual but also opinionated,72,Female genital mutilation is illegal in Germany
Biased,gruesome,Somewhat factual but also opinionated,72,Female genital mutilation is illegal in Germany
Non-biased,gruesome,Entirely factual,72,Female genital mutilation is illegal in Germany
Biased,gruesome ritual,Somewhat factual but also opinionated,72,Female genital mutilation is illegal in Germany
Biased,leading many families to travel,Expresses writer’s opinion,72,Female genital mutilation is illegal in Germany
Biased,left-wing,Entirely factual,5,Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.
Biased,left-wing,Entirely factual,5,Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.
Biased,forced ,Somewhat factual but also opinionated,5,Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.
Biased,left-wing,Somewhat factual but also opinionated,5,Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.
Biased,investigations,Expresses writer’s opinion,27,Corinthian College Inc. is the bankrupted and criminal organization that Marco Rubio was defending just this past year
Biased,swindled ,Somewhat factual but also opinionated,27,Corinthian College Inc. is the bankrupted and criminal organization that Marco Rubio was defending just this past year
Biased,swindled,Somewhat factual but also opinionated,27,Corinthian College Inc. is the bankrupted and criminal organization that Marco Rubio was defending just this past year
Non-biased,anger,Somewhat factual but also opinionated,84,A group of House Republicans gathered Tuesday on Capitol Hill to express their anger over two bills proposed by their Democratic colleagues that
Biased,anger,Somewhat factual but also opinionated,84,A group of House Republicans gathered Tuesday on Capitol Hill to express their anger over two bills proposed by their Democratic colleagues that
Non-biased,anger,Expresses writer’s opinion,84,A group of House Republicans gathered Tuesday on Capitol Hill to express their anger over two bills proposed by their Democratic colleagues that
Biased,anger,Somewhat factual but also opinionated,84,A group of House Republicans gathered Tuesday on Capitol Hill to express their anger over two bills proposed by their Democratic colleagues that
Non-biased,drastically tighten federal gun laws,Somewhat factual but also opinionated,84,A group of House Republicans gathered Tuesday on Capitol Hill to express their anger over two bills proposed by their Democratic colleagues that
Biased,drastically ,Somewhat factual but also opinionated,84,A group of House Republicans gathered Tuesday on Capitol Hill to express their anger over two bills proposed by their Democratic colleagues that
Non-biased,praised ,Expresses writer’s opinion,27,Transgender MMA fighter Fallon Fox twice broke a female opponent’s skull to win matches and now he is being praised by some in the LGBT community.
Biased,he ,Somewhat factual but also opinionated,27,Transgender MMA fighter Fallon Fox twice broke a female opponent’s skull to win matches and now he is being praised by some in the LGBT community.
Non-biased,praised ,Somewhat factual but also opinionated,27,Transgender MMA fighter Fallon Fox twice broke a female opponent’s skull to win matches and now he is being praised by some in the LGBT community.
Biased,praised,Somewhat factual but also opinionated,27,Transgender MMA fighter Fallon Fox twice broke a female opponent’s skull to win matches and now he is being praised by some in the LGBT community.
Biased,praised by some,Somewhat factual but also opinionated,27,Transgender MMA fighter Fallon Fox twice broke a female opponent’s skull to win matches and now he is being praised by some in the LGBT community.
Non-biased,dangerous diseases ha,Entirely factual,18,A study shows that the number of children getting routine vaccines to protect them from dangerous diseases has dramatically declined in the wake of the coronavirus.
Non-biased,declined,Somewhat factual but also opinionated,18,A study shows that the number of children getting routine vaccines to protect them from dangerous diseases has dramatically declined in the wake of the coronavirus.
Biased,dangerous diseases,Somewhat factual but also opinionated,18,A study shows that the number of children getting routine vaccines to protect them from dangerous diseases has dramatically declined in the wake of the coronavirus.
Biased,dangerous diseases,Expresses writer’s opinion,18,A study shows that the number of children getting routine vaccines to protect them from dangerous diseases has dramatically declined in the wake of the coronavirus.
Non-biased,combats,Entirely factual,5,President Donald Trump on Friday announced that he has waived interest payments on all federal student loans to help alleviate financial strain as the United States combats the spread of the coronavirus.
Biased,alleviate ,Somewhat factual but also opinionated,5,President Donald Trump on Friday announced that he has waived interest payments on all federal student loans to help alleviate financial strain as the United States combats the spread of the coronavirus.
Non-biased,proposed,Somewhat factual but also opinionated,54,A bill proposed by a group of Republican lawmakers on Wednesday that would have amended the Iowa Civil Rights Act by removing protections against discrimination for transgender people is dead
Non-biased,dead,Entirely factual,54,A bill proposed by a group of Republican lawmakers on Wednesday that would have amended the Iowa Civil Rights Act by removing protections against discrimination for transgender people is dead
Biased,ignored ,Somewhat factual but also opinionated,62,This is what Breitbart News has reported
Biased,ignored ,Somewhat factual but also opinionated,62,This is what Breitbart News has reported
Biased,anti-tariff ,Expresses writer’s opinion,62,This is what Breitbart News has reported
Biased,anti-tariff,Expresses writer’s opinion,62,This is what Breitbart News has reported
Biased,anti-tariff crowd,Expresses writer’s opinion,62,This is what Breitbart News has reported
Non-biased,abortion ,Entirely factual,9,Republicans argued that children need a parent's permission to go on a school field trip and can't go to an R-rated movie without a parent or guardian
Biased,glossy booklet,Expresses writer’s opinion,20,Brooklyn measles outbreak: How a glossy booklet spread anti-vaccine messages in Orthodox Jewish communities
Non-biased,glossy booklet,Somewhat factual but also opinionated,20,Brooklyn measles outbreak: How a glossy booklet spread anti-vaccine messages in Orthodox Jewish communities
Biased,glossy booklet,Somewhat factual but also opinionated,20,Brooklyn measles outbreak: How a glossy booklet spread anti-vaccine messages in Orthodox Jewish communities
Non-biased,glossy booklet,Somewhat factual but also opinionated,20,Brooklyn measles outbreak: How a glossy booklet spread anti-vaccine messages in Orthodox Jewish communities
Biased,glossy,Somewhat factual but also opinionated,20,Brooklyn measles outbreak: How a glossy booklet spread anti-vaccine messages in Orthodox Jewish communities
Non-biased,offshore tax havens,Entirely factual,57,The institute attributes the growth to billionaires’ use of tax cuts
Non-biased,attributes the growth,Entirely factual,57,The institute attributes the growth to billionaires’ use of tax cuts
Biased,use of tax cuts,Expresses writer’s opinion,57,The institute attributes the growth to billionaires’ use of tax cuts
Biased,tax havens,Entirely factual,57,The institute attributes the growth to billionaires’ use of tax cuts
Biased,growth,Entirely factual,57,The institute attributes the growth to billionaires’ use of tax cuts
Biased,illegal alien,Somewhat factual but also opinionated,28,Sen. Bernie Sanders’ (I-VT) immigration plan
Biased,illegal alien,Entirely factual,28,Sen. Bernie Sanders’ (I-VT) immigration plan
Biased,illegal alien,Somewhat factual but also opinionated,28,Sen. Bernie Sanders’ (I-VT) immigration plan
Biased,illegal,Expresses writer’s opinion,28,Sen. Bernie Sanders’ (I-VT) immigration plan
Biased,illegal alien,Entirely factual,28,Sen. Bernie Sanders’ (I-VT) immigration plan
Biased,illegal alien,Somewhat factual but also opinionated,28,Sen. Bernie Sanders’ (I-VT) immigration plan
Biased,illegal alien,Expresses writer’s opinion,28,Sen. Bernie Sanders’ (I-VT) immigration plan
Non-biased,fired,Entirely factual,73,Campaigners for gender equality took to European city streets on Friday to mark International Women’s Day with celebrations and protests
Biased,fired,Somewhat factual but also opinionated,73,Campaigners for gender equality took to European city streets on Friday to mark International Women’s Day with celebrations and protests
Biased,several thousand,Somewhat factual but also opinionated,73,Campaigners for gender equality took to European city streets on Friday to mark International Women’s Day with celebrations and protests
Biased,bellicose ,Expresses writer’s opinion,81,Wall Street surged on Thursday as investors weighed the prospect of economic recovery against bellicose remarks from President Donald Trump regarding U.S.-China trade and a whistleblower’s dire warnings about the U.S. response to the coronavirus pandemic.
Biased,economic recovery against bellicose remarks,Expresses writer’s opinion,81,Wall Street surged on Thursday as investors weighed the prospect of economic recovery against bellicose remarks from President Donald Trump regarding U.S.-China trade and a whistleblower’s dire warnings about the U.S. response to the coronavirus pandemic.
Biased,surged,Somewhat factual but also opinionated,81,Wall Street surged on Thursday as investors weighed the prospect of economic recovery against bellicose remarks from President Donald Trump regarding U.S.-China trade and a whistleblower’s dire warnings about the U.S. response to the coronavirus pandemic.
